,customer_id,name,age,income,employment_status,region,signup_date,loan_amount,credit_score,late_payments,default_history,risk_score,risk_level,claim_id,incident_date,claim_amount,claim_status,claim_type,neg_claim_flag,debt_to_income_ratio,dti_category,credit_risk_category,customer_tenure_days
23,10012,Cynthia Scott,81.0,61223.0,Retired,South,2016-08-20 21:20:00,16636.0,595.0,3.0,0.0,28.0,Low,,,,,,,0.2717279453800042,Medium,Moderate Risk,1547.0
24,10013,Jillian Brewer,77.0,69164.0,Employed,East,2015-04-08 15:40:00,,,,,,,,,,,,,0.0,Low,Very Low Risk,3364.0
25,10014,Andrew Schwartz,38.0,40382.0,Retired,East,2021-02-19 06:49:00,12146.0,568.0,1.0,0.0,53.0,Medium,64287.0,,1212.0,Approved,Accident,False,0.3007775741667079,Medium,High Risk,1966.0
26,10014,Andrew Schwartz,38.0,40382.0,Retired,East,2021-02-19 06:49:00,17788.0,687.0,0.0,0.0,77.0,Medium,64287.0,,1212.0,Approved,Accident,False,0.44049328908919816,Medium,Low Risk,3327.0
27,10015,Kimberly Kim,50.0,49421.0,Employed,South,2016-05-11 19:28:00,,,,,,,56243.0,2019-12-18 10:52:36,1551.0,Under Review,Natural Disaster,False,0.0,Low,Very Low Risk,1258.0
28,10015,Kimberly Kim,50.0,49421.0,Employed,South,2016-05-11 19:28:00,,,,,,,57957.0,2018-12-16 15:20:50,6285.0,Under Review,Natural Disaster,False,0.0,Low,Very Low Risk,1234.0
29,10015,Kimberly Kim,50.0,49421.0,Employed,South,2016-05-11 19:28:00,,,,,,,69304.0,,8948.0,Approved,Theft,False,0.0,Low,Very Low Risk,2018.0
30,10016,Eric Burns,75.0,38674.0,Self-Employed,North,2022-12-17 20:21:00,,,,,,,60825.0,,3810.0,Rejected,Other,False,0.0,Low,Very Low Risk,3837.0
31,10017,Michael Smith,39.0,70021.0,Retired,West,2018-01-04 08:30:00,,,,,,,50201.0,2024-01-21 16:18:40,5882.0,Approved,Accident,False,0.0,Low,Very Low Risk,1128.0
32,10017,Michael Smith,39.0,70021.0,Retired,West,2018-01-04 08:30:00,,,,,,,50462.0,2020-09-18 03:03:41,9159.0,Rejected,Natural Disaster,False,0.0,Low,Very Low Risk,2390.0
33,10018,Margaret Perry,66.0,60482.0,Retired,East,2017-01-15 13:03:00,19465.0,309.0,1.0,0.0,92.0,High,,,,,,,0.3218312886478622,Medium,High Risk,1977.0
34,10019,Kathleen Hodge,76.0,42389.0,Unemployed,South,2017-11-28 10:39:00,14282.0,569.0,1.0,0.0,99.0,High,58828.0,2022-12-13 09:38:53,10861.0,Rejected,Theft,False,0.33692703295666326,Medium,High Risk,3309.0
35,10020,John Brock,59.0,53373.0,Self-Employed,South,2022-05-28 17:29:00,12287.0,838.0,1.0,0.0,39.0,Low,67738.0,,6339.0,Rejected,Accident,False,0.23021003128922862,Medium,Very Low Risk,3721.0
36,10021,Bethany Grant,77.0,50754.0,Retired,Central,2019-04-18 21:19:00,13827.0,668.0,2.0,0.0,96.0,High,55930.0,2022-09-21 20:17:58,7872.0,Rejected,Other,False,0.27243172951885564,Medium,Moderate Risk,2900.0
37,10021,Bethany Grant,77.0,50754.0,Retired,Central,2019-04-18 21:19:00,19872.0,415.0,2.0,0.0,0.0,Low,55930.0,2022-09-21 20:17:58,7872.0,Rejected,Other,False,0.3915356425109351,Medium,High Risk,1781.0
38,10021,Bethany Grant,77.0,50754.0,Retired,Central,2019-04-18 21:19:00,14163.0,788.0,4.0,0.0,47.0,Low,55930.0,2022-09-21 20:17:58,7872.0,Rejected,Other,False,0.27905189738739805,Medium,Very Low Risk,1321.0
39,10022,Kyle Gomez,32.0,36801.0,Retired,East,2019-09-05 13:32:00,,,,,,,50626.0,2024-08-18 10:37:03,7635.0,Approved,Accident,False,0.0,Low,Very Low Risk,2372.0
40,10022,Kyle Gomez,32.0,36801.0,Retired,East,2019-09-05 13:32:00,,,,,,,61496.0,,9171.0,Rejected,Theft,False,0.0,Low,Very Low Risk,1673.0
41,10022,Kyle Gomez,32.0,36801.0,Retired,East,2019-09-05 13:32:00,,,,,,,62963.0,,8031.0,Approved,Theft,False,0.0,Low,Very Low Risk,2999.0
42,10023,Mrs. Megan Smith,79.0,63952.0,Unemployed,South,2021-06-08 10:23:00,8717.0,719.0,2.0,0.0,97.0,High,,,,,,,0.13630535401551164,Low,Low Risk,3540.0
43,10024,Laura Hines,79.0,51154.0,Employed,North,2016-06-17 12:58:00,14049.0,782.0,1.0,0.0,5.0,Low,,,,,,,0.27464127927434806,Medium,Very Low Risk,3223.0
44,10025,Joshua Brown,64.0,42060.0,Self-Employed,North,2020-04-14 23:24:00,,,,,,,,,,,,,0.0,Low,Very Low Risk,2794.0
45,10026,Diane Smith,79.0,36543.0,Unemployed,West,2016-07-24 01:48:00,,,,,,,55191.0,2021-08-05 18:36:26,962.0,Under Review,Theft,False,0.0,Low,Very Low Risk,2289.0
46,10027,Ashley Brown,68.0,62818.0,Self-Employed,Central,2022-03-24 19:40:00,12530.0,621.0,1.0,0.0,76.0,Medium,54956.0,2019-06-10 05:40:11,6709.0,Rejected,Accident,False,0.19946512146200135,Low,Moderate Risk,1739.0
47,10027,Ashley Brown,68.0,62818.0,Self-Employed,Central,2022-03-24 19:40:00,12530.0,621.0,1.0,0.0,76.0,Medium,60796.0,,7112.0,Under Review,Theft,False,0.19946512146200135,Low,Moderate Risk,2377.0
48,10027,Ashley Brown,68.0,62818.0,Self-Employed,Central,2022-03-24 19:40:00,12530.0,621.0,1.0,0.0,76.0,Medium,61881.0,,2748.0,Under Review,Theft,False,0.19946512146200135,Low,Moderate Risk,2519.0
49,10028,Heather Steele,72.0,54022.0,Self-Employed,Central,2022-04-17 14:00:00,,,,,,,54513.0,2017-06-20 09:18:29,4111.0,Approved,Other,False,0.0,Low,Very Low Risk,2927.0
50,10029,Daniel Adams,81.0,39580.0,Employed,Central,2020-02-23 00:42:00,13713.0,764.0,2.0,0.0,39.0,Low,53939.0,2021-01-19 03:33:44,6380.0,Approved,Natural Disaster,False,0.34646286003031834,Medium,Very Low Risk,2877.0
51,10029,Daniel Adams,81.0,39580.0,Employed,Central,2020-02-23 00:42:00,13713.0,764.0,2.0,0.0,39.0,Low,64514.0,,13980.11999999998,Approved,Accident,False,0.34646286003031834,Medium,Very Low Risk,3222.0
52,10030,Susan Robinson,20.0,42532.0,Employed,East,2015-03-02 20:45:00,10152.0,714.0,1.0,1.0,46.0,Low,,,,,,,0.23869086805229003,Medium,Low Risk,2273.0
53,10031,Mike Guzman DDS,68.0,50082.0,Student,North,2022-08-01 06:49:00,17881.0,421.0,1.0,0.0,90.0,High,61735.0,,3797.0,Rejected,Natural Disaster,False,0.357034463479893,Medium,High Risk,3770.0
54,10032,Mary Brown,24.0,50957.0,Unemployed,East,2019-02-16 10:17:00,15812.0,766.0,3.0,0.0,42.0,Low,,,,,,,0.3103008418862963,Medium,Very Low Risk,3548.0
55,10032,Mary Brown,24.0,50957.0,Unemployed,East,2019-02-16 10:17:00,10308.0,408.0,2.0,0.0,16.0,Low,,,,,,,0.20228820377965737,Medium,High Risk,2609.0
56,10032,Mary Brown,24.0,50957.0,Unemployed,East,2019-02-16 10:17:00,15928.0,686.0,2.0,0.0,57.0,Medium,,,,,,,0.3125772710324391,Medium,Low Risk,2535.0
57,10033,Richard Rubio,38.0,52880.0,Unemployed,South,2020-04-04 15:20:00,14653.0,345.0,0.0,0.0,57.0,Medium,68328.0,,5270.0,Under Review,Theft,False,0.27709909228441754,Medium,High Risk,1201.0
58,10034,Brittney Mullen,56.0,23462.0,Self-Employed,West,2016-08-11 18:56:00,,,,,,,55049.0,2018-08-02 11:31:38,6328.0,Under Review,Natural Disaster,False,0.0,Low,Very Low Risk,1404.0
59,10034,Brittney Mullen,56.0,23462.0,Self-Employed,West,2016-08-11 18:56:00,,,,,,,64411.0,,6568.0,Approved,Natural Disaster,False,0.0,Low,Very Low Risk,2421.0
60,10035,Seth Jefferson,35.0,51806.0,Student,West,2015-06-26 12:21:00,,,,,,,,,,,,,0.0,Low,Very Low Risk,1426.0
61,10036,Stephanie Tran,21.0,31712.0,Student,East,2017-09-24 00:01:00,21423.0,610.0,3.0,0.0,14.0,Low,52307.0,2021-09-29 22:50:27,6300.0,Under Review,Theft,False,0.6755486881937437,High,Moderate Risk,3302.0
62,10036,Stephanie Tran,21.0,31712.0,Student,East,2017-09-24 00:01:00,19181.0,722.0,2.0,0.0,91.0,High,52307.0,2021-09-29 22:50:27,6300.0,Under Review,Theft,False,0.6048498990918264,High,Low Risk,1707.0
63,10036,Stephanie Tran,21.0,31712.0,Student,East,2017-09-24 00:01:00,12101.0,674.0,4.0,0.0,27.0,Low,52307.0,2021-09-29 22:50:27,6300.0,Under Review,Theft,False,0.38159056508577194,Medium,Low Risk,1613.0
64,10037,Shannon Baird,77.0,71285.0,Self-Employed,West,2020-10-17 12:08:00,17376.0,341.0,3.0,0.0,3.0,Low,50579.0,2018-10-11 22:32:08,7945.0,Rejected,Accident,False,0.24375394543031492,Medium,High Risk,1222.0
65,10037,Shannon Baird,77.0,71285.0,Self-Employed,West,2020-10-17 12:08:00,17376.0,341.0,3.0,0.0,3.0,Low,69047.0,,3859.0,Approved,Accident,False,0.24375394543031492,Medium,High Risk,1195.0
66,10038,Jerry Johnson,31.0,65643.0,Employed,East,2022-01-20 11:06:00,15211.0,846.0,2.0,0.0,18.0,Low,66040.0,,7996.0,Approved,Natural Disaster,False,0.2317231083283823,Medium,Very Low Risk,3053.0
67,10039,Scott Chapman,26.0,67350.0,Student,Central,2019-03-06 14:24:00,16973.0,314.0,3.0,0.0,56.0,Medium,66366.0,,5760.0,Under Review,Other,False,0.2520118782479584,Medium,High Risk,3439.0
68,10039,Scott Chapman,26.0,67350.0,Student,Central,2019-03-06 14:24:00,16973.0,314.0,3.0,0.0,56.0,Medium,66573.0,,10171.0,Rejected,Accident,False,0.2520118782479584,Medium,High Risk,2557.0
69,10039,Scott Chapman,26.0,67350.0,Student,Central,2019-03-06 14:24:00,12798.0,698.0,0.0,0.0,12.0,Low,66366.0,,5760.0,Under Review,Other,False,0.19002227171492206,Low,Low Risk,3798.0
70,10039,Scott Chapman,26.0,67350.0,Student,Central,2019-03-06 14:24:00,12798.0,698.0,0.0,0.0,12.0,Low,66573.0,,10171.0,Rejected,Accident,False,0.19002227171492206,Low,Low Risk,3234.0
71,10040,George Harding,70.0,13116.0,Unemployed,South,2021-02-02 21:36:00,,,,,,,65002.0,,1616.0,Approved,Other,False,0.0,Low,Very Low Risk,3687.0
72,10040,George Harding,70.0,13116.0,Unemployed,South,2021-02-02 21:36:00,,,,,,,67672.0,,4371.0,Approved,Other,False,0.0,Low,Very Low Risk,2170.0
73,10041,Duane Welch,19.0,45512.0,Employed,Central,2017-06-17 03:05:00,18263.0,480.0,2.0,0.0,31.0,Low,59500.0,2021-11-01 04:05:23,11521.0,Approved,Theft,False,0.40127878361750746,Medium,High Risk,2761.0
74,10041,Duane Welch,19.0,45512.0,Employed,Central,2017-06-17 03:05:00,18263.0,480.0,2.0,0.0,31.0,Low,63364.0,,10950.0,Approved,Natural Disaster,False,0.40127878361750746,Medium,High Risk,2663.0
75,10041,Duane Welch,19.0,45512.0,Employed,Central,2017-06-17 03:05:00,18263.0,480.0,2.0,0.0,31.0,Low,63610.0,,7641.0,Under Review,Natural Disaster,False,0.40127878361750746,Medium,High Risk,3642.0
76,10041,Duane Welch,19.0,45512.0,Employed,Central,2017-06-17 03:05:00,18263.0,480.0,2.0,0.0,31.0,Low,68971.0,,10960.0,Under Review,Theft,False,0.40127878361750746,Medium,High Risk,3646.0
77,10041,Duane Welch,19.0,45512.0,Employed,Central,2017-06-17 03:05:00,19953.0,800.0,3.0,1.0,93.0,High,59500.0,2021-11-01 04:05:23,11521.0,Approved,Theft,False,0.438411847424855,Medium,Very Low Risk,1597.0
78,10041,Duane Welch,19.0,45512.0,Employed,Central,2017-06-17 03:05:00,19953.0,800.0,3.0,1.0,93.0,High,63364.0,,10950.0,Approved,Natural Disaster,False,0.438411847424855,Medium,Very Low Risk,2035.0
79,10041,Duane Welch,19.0,45512.0,Employed,Central,2017-06-17 03:05:00,19953.0,800.0,3.0,1.0,93.0,High,63610.0,,7641.0,Under Review,Natural Disaster,False,0.438411847424855,Medium,Very Low Risk,1996.0
80,10041,Duane Welch,19.0,45512.0,Employed,Central,2017-06-17 03:05:00,19953.0,800.0,3.0,1.0,93.0,High,68971.0,,10960.0,Under Review,Theft,False,0.438411847424855,Medium,Very Low Risk,2935.0
81,10042,Catherine Rodriguez,77.0,48829.0,Retired,West,2015-12-24 07:24:00,,,,,,,62933.0,,6954.0,Under Review,Other,False,0.0,Low,Very Low Risk,1099.0
82,10043,Carolyn Foster,61.0,58624.0,Student,South,2016-11-05 09:16:00,24601.0,676.0,1.0,0.0,71.0,Medium,57589.0,2020-03-26 21:31:53,9984.0,Under Review,Other,False,0.41964042030567683,Medium,Low Risk,3336.0
83,10043,Carolyn Foster,61.0,58624.0,Student,South,2016-11-05 09:16:00,24601.0,676.0,1.0,0.0,71.0,Medium,58695.0,2018-05-01 19:20:14,6935.0,Under Review,Theft,False,0.41964042030567683,Medium,Low Risk,1972.0
84,10044,Teresa Barton,25.0,63513.0,Self-Employed,North,2018-01-08 03:17:00,16614.0,451.0,1.0,0.0,88.0,High,59185.0,2022-06-20 14:37:27,12415.0,Approved,Accident,False,0.261584242596004,Medium,High Risk,2984.0
85,10044,Teresa Barton,25.0,63513.0,Self-Employed,North,2018-01-08 03:17:00,16614.0,451.0,1.0,0.0,88.0,High,68530.0,,4987.0,Rejected,Other,False,0.261584242596004,Medium,High Risk,3193.0
86,10045,Allison Wade,64.0,69269.0,Unemployed,East,2019-05-28 05:30:00,14301.0,385.0,2.0,0.0,75.0,Medium,58140.0,2021-02-24 02:06:27,4591.0,Rejected,Theft,False,0.2064559904141824,Medium,High Risk,2607.0
87,10045,Allison Wade,64.0,69269.0,Unemployed,East,2019-05-28 05:30:00,14301.0,385.0,2.0,0.0,75.0,Medium,67845.0,,8502.0,Rejected,Accident,False,0.2064559904141824,Medium,High Risk,2639.0
88,10045,Allison Wade,64.0,69269.0,Unemployed,East,2019-05-28 05:30:00,16821.0,476.0,3.0,0.0,79.0,Medium,58140.0,2021-02-24 02:06:27,4591.0,Rejected,Theft,False,0.24283590061932467,Medium,High Risk,3231.0
89,10045,Allison Wade,64.0,69269.0,Unemployed,East,2019-05-28 05:30:00,16821.0,476.0,3.0,0.0,79.0,Medium,67845.0,,8502.0,Rejected,Accident,False,0.24283590061932467,Medium,High Risk,3110.0
90,10045,Allison Wade,64.0,69269.0,Unemployed,East,2019-05-28 05:30:00,24401.0,479.0,1.0,0.0,17.0,Low,58140.0,2021-02-24 02:06:27,4591.0,Rejected,Theft,False,0.352264360680824,Medium,High Risk,1880.0
91,10045,Allison Wade,64.0,69269.0,Unemployed,East,2019-05-28 05:30:00,24401.0,479.0,1.0,0.0,17.0,Low,67845.0,,8502.0,Rejected,Accident,False,0.352264360680824,Medium,High Risk,2153.0
92,10045,Allison Wade,64.0,69269.0,Unemployed,East,2019-05-28 05:30:00,20561.0,439.0,4.0,0.0,59.0,Medium,58140.0,2021-02-24 02:06:27,4591.0,Rejected,Theft,False,0.29682830703489294,Medium,High Risk,1572.0
93,10045,Allison Wade,64.0,69269.0,Unemployed,East,2019-05-28 05:30:00,20561.0,439.0,4.0,0.0,59.0,Medium,67845.0,,8502.0,Rejected,Accident,False,0.29682830703489294,Medium,High Risk,3308.0
94,10046,Stephanie Sutton,52.0,15252.0,Student,South,2020-11-28 12:22:00,17059.0,629.0,2.0,0.0,86.0,High,60659.0,,12093.0,Under Review,Other,False,1.1184762654078153,High,Moderate Risk,1872.0
95,10046,Stephanie Sutton,52.0,15252.0,Student,South,2020-11-28 12:22:00,17059.0,629.0,2.0,0.0,86.0,High,61727.0,,4959.0,Rejected,Accident,False,1.1184762654078153,High,Moderate Risk,3242.0
96,10047,Kayla Chapman,53.0,37980.0,Self-Employed,East,2019-03-01 03:56:00,,,,,,,,,,,,,0.0,Low,Very Low Risk,2675.0
97,10048,Ms. Donna Mclaughlin,67.0,50866.0,Unemployed,South,2018-10-10 08:53:00,15217.0,325.0,4.0,0.0,9.0,Low,60164.0,,7703.0,Under Review,Theft,False,0.29915857350686115,Medium,High Risk,3596.0
98,10049,Paul Hernandez,21.0,62442.0,Student,West,2017-08-28 19:48:00,14403.0,308.0,1.0,0.0,28.0,Low,52368.0,2017-07-29 19:12:07,11823.0,Approved,Theft,False,0.23066205438647064,Medium,High Risk,3872.0
99,10049,Paul Hernandez,21.0,62442.0,Student,West,2017-08-28 19:48:00,14403.0,308.0,1.0,0.0,28.0,Low,56832.0,2021-01-03 11:45:41,7765.0,Rejected,Theft,False,0.23066205438647064,Medium,High Risk,2054.0
100,10049,Paul Hernandez,21.0,62442.0,Student,West,2017-08-28 19:48:00,14403.0,308.0,1.0,0.0,28.0,Low,58621.0,2017-07-22 04:51:43,8471.0,Rejected,Accident,False,0.23066205438647064,Medium,High Risk,2279.0
101,10050,Melissa Smith,19.0,62027.0,Unemployed,Central,2017-10-17 06:00:00,19529.0,817.0,1.0,0.0,73.0,Medium,,,,,,,0.31484676028181274,Medium,Very Low Risk,2760.0
102,10051,Sydney Salinas,23.0,57123.0,Retired,West,2016-11-06 13:50:00,,,,,,,57436.0,2023-02-19 02:16:31,5241.0,Rejected,Natural Disaster,False,0.0,Low,Very Low Risk,3557.0
103,10052,Katelyn Gentry,71.0,40444.0,Unemployed,North,2019-06-13 14:45:00,19734.0,317.0,0.0,0.0,48.0,Low,,,,,,,0.4879339333399268,Medium,High Risk,2230.0
104,10052,Katelyn Gentry,71.0,40444.0,Unemployed,North,2019-06-13 14:45:00,11141.0,507.0,1.0,0.0,81.0,High,,,,,,,0.2754673128276135,Medium,High Risk,3453.0
105,10052,Katelyn Gentry,71.0,40444.0,Unemployed,North,2019-06-13 14:45:00,10360.0,792.0,2.0,0.0,31.0,Low,,,,,,,0.25615666106220947,Medium,Very Low Risk,3093.0
106,10053,Darlene Pierce,21.0,42352.0,Self-Employed,West,2015-05-08 16:18:00,,,,,,,,,,,,,0.0,Low,Very Low Risk,1839.0
107,10054,Amanda Frank MD,71.0,40558.0,Student,South,2015-12-15 23:38:00,16455.0,845.0,0.0,0.0,46.0,Low,54857.0,2023-07-09 14:29:15,4846.0,Under Review,Other,False,0.4057152719562109,Medium,Very Low Risk,1115.0
108,10055,William Moore,80.0,35284.0,Self-Employed,North,2018-07-12 04:43:00,19923.0,812.0,1.0,0.0,54.0,Medium,54222.0,2023-05-13 05:47:18,9148.0,Approved,Natural Disaster,False,0.564646865434758,High,Very Low Risk,3143.0
109,10055,William Moore,80.0,35284.0,Self-Employed,North,2018-07-12 04:43:00,19923.0,812.0,1.0,0.0,54.0,Medium,63856.0,,2804.0,Approved,Natural Disaster,False,0.564646865434758,High,Very Low Risk,1311.0
110,10055,William Moore,80.0,35284.0,Self-Employed,North,2018-07-12 04:43:00,19923.0,812.0,1.0,0.0,54.0,Medium,69238.0,,10345.0,Approved,Natural Disaster,False,0.564646865434758,High,Very Low Risk,1867.0
111,10055,William Moore,80.0,35284.0,Self-Employed,North,2018-07-12 04:43:00,15261.0,525.0,2.0,0.0,16.0,Low,54222.0,2023-05-13 05:47:18,9148.0,Approved,Natural Disaster,False,0.4325189887767827,Medium,High Risk,3613.0
112,10055,William Moore,80.0,35284.0,Self-Employed,North,2018-07-12 04:43:00,15261.0,525.0,2.0,0.0,16.0,Low,63856.0,,2804.0,Approved,Natural Disaster,False,0.4325189887767827,Medium,High Risk,1086.0
113,10055,William Moore,80.0,35284.0,Self-Employed,North,2018-07-12 04:43:00,15261.0,525.0,2.0,0.0,16.0,Low,69238.0,,10345.0,Approved,Natural Disaster,False,0.4325189887767827,Medium,High Risk,2103.0
114,10056,Jennifer Evans,35.0,35074.0,Retired,South,2018-09-24 20:56:00,,,,,,,51302.0,2017-01-19 18:14:40,7636.0,Under Review,Theft,False,0.0,Low,Very Low Risk,2777.0
115,10056,Jennifer Evans,35.0,35074.0,Retired,South,2018-09-24 20:56:00,,,,,,,59878.0,2017-10-12 05:03:03,10814.0,Approved,Other,False,0.0,Low,Very Low Risk,2735.0
116,10057,Tyler Henderson,61.0,33639.0,Employed,Central,2022-05-20 08:39:00,9648.0,567.0,3.0,0.0,67.0,Medium,,,,,,,0.2868099527334344,Medium,High Risk,3322.0
117,10058,Brian Johnson,51.0,55039.0,Unemployed,East,2021-10-29 12:34:00,14124.0,502.0,5.0,0.0,90.0,High,58372.0,2024-08-11 18:41:33,8361.0,Under Review,Other,False,0.25661803448463816,Medium,High Risk,3858.0
118,10058,Brian Johnson,51.0,55039.0,Unemployed,East,2021-10-29 12:34:00,14124.0,502.0,5.0,0.0,90.0,High,60474.0,,8629.0,Approved,Other,False,0.25661803448463816,Medium,High Risk,1996.0
119,10058,Brian Johnson,51.0,55039.0,Unemployed,East,2021-10-29 12:34:00,14124.0,502.0,5.0,0.0,90.0,High,63085.0,,4560.0,Rejected,Theft,False,0.25661803448463816,Medium,High Risk,1086.0
120,10058,Brian Johnson,51.0,55039.0,Unemployed,East,2021-10-29 12:34:00,14124.0,502.0,5.0,0.0,90.0,High,63625.0,,9559.0,Under Review,Theft,False,0.25661803448463816,Medium,High Risk,2324.0
121,10059,Sarah Wood,79.0,51864.0,Self-Employed,Central,2019-01-16 02:38:00,16760.0,737.0,0.0,0.0,34.0,Low,55482.0,2020-08-16 11:44:14,3348.0,Under Review,Accident,False,0.32315286132963134,Medium,Low Risk,2424.0
122,10059,Sarah Wood,79.0,51864.0,Self-Employed,Central,2019-01-16 02:38:00,16760.0,737.0,0.0,0.0,34.0,Low,67009.0,,6644.0,Under Review,Theft,False,0.32315286132963134,Medium,Low Risk,1292.0
123,10059,Sarah Wood,79.0,51864.0,Self-Employed,Central,2019-01-16 02:38:00,21740.0,394.0,1.0,0.0,61.0,Medium,55482.0,2020-08-16 11:44:14,3348.0,Under Review,Accident,False,0.41917322227363873,Medium,High Risk,3395.0
124,10059,Sarah Wood,79.0,51864.0,Self-Employed,Central,2019-01-16 02:38:00,21740.0,394.0,1.0,0.0,61.0,Medium,67009.0,,6644.0,Under Review,Theft,False,0.41917322227363873,Medium,High Risk,2234.0
125,10060,Melissa Green,31.0,36098.0,Student,Central,2021-10-07 08:56:00,9245.0,839.0,5.0,0.0,24.0,Low,56928.0,2021-01-16 23:25:12,13480.0,Approved,Natural Disaster,False,0.2561083716549393,Medium,Very Low Risk,1475.0
126,10060,Melissa Green,31.0,36098.0,Student,Central,2021-10-07 08:56:00,9245.0,839.0,5.0,0.0,24.0,Low,60467.0,,8268.0,Rejected,Natural Disaster,False,0.2561083716549393,Medium,Very Low Risk,3673.0
